GAIADR3_ID,LAMOSTDR9_OBSID,C_F1,eC_F1,C_F2,eC_F2,C_F3,eC_F3,C_F4,eC_F4,C_F5,eC_F5,C_F6,eC_F6,C_F7,eC_F7,C_F8,eC_F8,C_F9,eC_F9,C_F10,eC_F10,PLXcorr,PLXerr,Bpmag,Bperr,Rpmag,Rperr,BpRp,MRp,CarbonMedian,CarbonMAD,Visual Inspection
53322744832099328,841707085,10.499,0.306,3.164,0.068,1.877,0.099,1.691,0.133,-1.287,0.162,-3.635,0.113,2.11,0.064,2.86,0.069,1.97,0.05,1.895,0.046,0.574,0.014,13.184,0.001,11.662,0.0,1.522,0.458,0.888,0.155,no inspected
53322744832099328,854107085,10.513,0.628,3.235,0.117,1.793,0.154,2.097,0.199,-0.616,0.234,-3.229,0.151,2.186,0.097,2.722,0.086,2.222,0.056,2.081,0.058,0.574,0.014,13.184,0.001,11.662,0.0,1.522,0.458,1.0,0.0,no inspected
53322744832099328,882707085,10.991,0.475,3.295,0.096,2.2,0.143,1.982,0.177,-1.472,0.203,-3.537,0.138,2.132,0.093,2.952,0.089,2.215,0.064,2.125,0.06,0.574,0.014,13.184,0.001,11.662,0.0,1.522,0.458,0.998,0.002,no inspected
53322744832099328,893207085,10.349,0.703,3.249,0.154,2.065,0.195,1.845,0.294,-1.027,0.351,-3.573,0.239,2.177,0.171,3.007,0.157,2.322,0.102,2.182,0.107,0.574,0.014,13.184,0.001,11.662,0.0,1.522,0.458,0.989,0.016,no inspected
53430909288575872,426912054,11.421,1.717,2.353,0.324,1.443,0.425,0.966,0.467,-0.934,0.508,-1.997,0.527,0.95,0.428,2.392,0.423,1.902,0.272,2.159,0.252,0.752,0.018,12.653,0.001,11.014,0.0,1.638,0.395,0.762,0.352,no inspected
53430909288575872,797312053,9.966,0.486,2.408,0.118,1.445,0.154,1.233,0.187,-0.926,0.18,-2.185,0.201,0.824,0.104,2.131,0.098,2.039,0.056,2.304,0.057,0.752,0.018,12.653,0.001,11.014,0.0,1.638,0.395,0.916,0.123,no inspected
53430909288575872,854106118,11.06,0.659,2.725,0.122,1.867,0.144,1.3,0.197,-0.338,0.173,-9.066,0.159,0.933,0.076,1.961,0.078,2.068,0.044,2.43,0.045,0.752,0.018,12.653,0.001,11.014,0.0,1.638,0.395,0.591,0.574,no inspected
53754646742537984,404315152,10.995,0.169,2.686,0.042,1.736,0.071,1.828,0.092,-4.503,0.139,-6.941,0.113,1.219,0.044,2.728,0.04,2.365,0.029,2.727,0.027,1.607,0.017,11.096,0.0,9.45,0.0,1.646,0.481,0.988,0.01,no inspected
54018460814203904,160109008,9.965,0.38,2.306,0.096,1.199,0.139,1.21,0.166,-0.698,0.151,-2.613,0.112,0.811,0.067,2.024,0.062,2.146,0.04,2.615,0.037,1.015,0.02,11.913,0.001,10.335,0.0,1.578,0.367,0.825,0.258,no inspected
54393428637430912,391810181,12.227,2.068,2.575,0.393,2.112,0.473,3.004,0.495,-0.578,0.5,-2.57,0.401,1.229,0.293,2.455,0.287,2.154,0.178,2.597,0.156,0.444,0.016,13.429,0.001,11.941,0.001,1.488,0.179,0.996,0.006,no inspected
54393428637430912,406609040,10.854,0.715,2.337,0.167,2.173,0.253,2.922,0.306,-0.431,0.335,-1.421,0.238,0.885,0.156,2.137,0.137,2.018,0.099,2.48,0.094,0.444,0.016,13.429,0.001,11.941,0.001,1.488,0.179,0.999,0.001,no inspected
54680774833613824,406613180,8.929,0.501,2.276,0.097,1.264,0.146,0.946,0.205,-0.578,0.193,-1.537,0.153,0.846,0.106,1.862,0.101,1.899,0.075,2.067,0.072,0.996,0.019,11.476,0.001,10.107,0.001,1.369,0.099,0.604,0.567,no inspected
55358451953701120,406612140,9.426,0.938,2.883,0.207,1.547,0.336,2.763,0.426,-0.882,0.462,-3.393,0.511,0.923,0.323,2.493,0.252,1.756,0.178,2.111,0.185,0.569,0.015,12.78,0.001,11.197,0.001,1.583,-0.029,0.961,0.057,no inspected
55531453236215424,406616055,10.162,0.462,2.832,0.102,1.901,0.182,1.466,0.255,-0.697,0.285,-2.256,0.205,1.103,0.157,2.279,0.126,1.988,0.096,2.216,0.092,0.698,0.014,12.596,0.001,11.148,0.001,1.448,0.366,0.965,0.051,no inspected
55593133262327040,406611006,10.611,0.412,2.7,0.106,1.523,0.172,1.803,0.243,-0.627,0.206,-2.033,0.189,0.94,0.112,2.24,0.11,2.032,0.075,2.386,0.075,0.841,0.021,11.904,0.001,10.439,0.001,1.465,0.062,0.919,0.119,no inspected
56499062125759616,406409225,9.826,0.482,2.373,0.129,2.442,0.169,2.191,0.236,0.072,0.236,-1.039,0.164,1.119,0.113,1.989,0.106,1.832,0.078,2.188,0.074,0.625,0.028,12.144,0.001,10.727,0.001,1.417,-0.293,1.0,0.0,no inspected
56849531456766464,843615081,9.465,0.344,2.113,0.085,0.913,0.139,2.41,0.169,-0.669,0.168,-2.134,0.127,0.895,0.079,2.173,0.067,1.827,0.046,2.155,0.045,0.772,0.02,12.757,0.001,11.154,0.001,1.604,0.593,0.942,0.083,no inspected
57059332019030784,282204008,1.777,11.767,2.122,2.348,1.618,2.972,15.576,2.681,1.838,4.145,1.025,2.446,1.211,1.165,1.619,1.064,2.691,1.387,1.812,1.12,0.903,0.101,18.193,0.016,16.457,0.013,1.736,6.236,0.889,0.165,no inspected
57304694910575616,712103175,9.892,0.333,2.042,0.092,1.63,0.115,2.074,0.141,-0.842,0.142,-2.658,0.163,0.812,0.09,1.901,0.082,1.891,0.059,2.172,0.046,0.838,0.013,12.605,0.001,11.007,0.0,1.598,0.623,0.994,0.009,no inspected
57489962620862720,387706165,9.134,0.362,2.455,0.087,1.833,0.126,1.986,0.186,-0.709,0.189,-2.177,0.128,0.876,0.094,2.083,0.089,1.766,0.062,1.932,0.056,0.924,0.017,12.216,0.002,10.672,0.001,1.544,0.5,0.998,0.002,no inspected
57489962620862720,391811136,10.206,0.58,2.422,0.146,1.855,0.202,2.085,0.269,-0.531,0.236,-2.546,0.212,1.058,0.129,2.396,0.112,1.832,0.079,2.042,0.079,0.924,0.017,12.216,0.002,10.672,0.001,1.544,0.5,1.0,0.0,no inspected
58442105330001152,286102062,10.264,2.782,2.389,0.51,1.472,0.666,1.521,0.795,-1.151,0.897,-1.317,0.62,1.299,0.366,2.469,0.275,2.284,0.243,2.76,0.224,0.799,0.021,12.005,0.001,10.561,0.0,1.445,0.073,0.987,0.019,no inspected
58457459836881920,712116047,9.984,1.838,2.953,0.316,1.145,0.411,2.361,0.495,-1.098,0.474,-2.661,0.321,0.693,0.221,2.331,0.193,1.916,0.128,2.147,0.122,0.382,0.015,13.768,0.001,12.113,0.001,1.655,0.023,0.596,0.598,no inspected
59584772788157440,387703166,12.807,0.78,2.391,0.182,1.671,0.243,2.419,0.32,-0.865,0.345,-2.542,0.257,1.306,0.151,2.647,0.123,2.319,0.09,2.815,0.079,0.904,0.019,12.082,0.001,10.556,0.0,1.526,0.336,1.0,0.0,no inspected
59615726616457728,384407221,11.535,0.242,2.58,0.054,1.9,0.084,2.145,0.108,-0.523,0.121,-3.265,0.082,1.441,0.061,2.973,0.05,2.424,0.038,2.766,0.037,1.394,0.019,11.12,0.001,9.56,0.0,1.56,0.281,1.0,0.0,no inspected
59615726616457728,387703151,11.791,0.405,2.549,0.105,1.651,0.17,2.254,0.227,-0.839,0.264,-2.853,0.248,1.33,0.129,2.798,0.119,2.055,0.087,2.554,0.081,1.394,0.019,11.12,0.001,9.56,0.0,1.56,0.281,1.0,0.0,no inspected
61139585310357376,387715112,9.87,1.288,2.485,0.288,1.568,0.379,3.518,0.466,-0.543,0.468,-2.057,0.343,0.926,0.192,2.202,0.188,1.906,0.121,2.252,0.112,0.608,0.017,14.132,0.001,12.459,0.001,1.673,1.377,0.916,0.124,no inspected
61637801516197376,286110227,9.637,4.782,2.617,0.718,1.338,0.91,2.427,1.009,-0.444,1.128,-2.368,0.655,0.942,0.315,2.143,0.297,1.964,0.181,2.168,0.191,0.359,0.018,14.722,0.002,12.939,0.001,1.784,0.716,0.981,0.029,no inspected
61844647141501056,286114032,11.886,5.124,1.203,0.861,1.39,1.032,2.582,0.986,-1.135,1.285,-2.634,0.738,0.931,0.369,2.028,0.343,2.223,0.211,2.382,0.174,0.312,0.02,14.682,0.001,13.178,0.001,1.504,0.647,0.556,0.658,no inspected
61933707582978688,384406003,12.383,2.331,2.682,0.357,2.063,0.42,2.041,0.454,-0.394,0.494,-1.874,0.382,0.776,0.228,2.002,0.195,2.033,0.128,2.342,0.133,0.589,0.02,13.301,0.001,11.654,0.0,1.646,0.505,1.0,0.0,no inspected
63283495544824832,416809066,8.125,1.446,1.902,0.308,0.49,0.452,1.032,0.49,-1.194,0.493,-1.333,0.304,1.012,0.193,1.851,0.174,1.525,0.115,1.667,0.104,0.325,0.027,12.318,0.001,10.684,0.0,1.634,-1.759,0.516,0.704,no inspected
63787381109509888,783615093,10.119,0.834,3.345,0.233,2.626,0.275,2.662,0.378,-0.07,0.475,-2.939,0.286,0.835,0.193,1.895,0.155,2.032,0.119,2.161,0.099,0.46,0.02,14.794,0.001,13.295,0.001,1.499,1.609,0.891,0.161,no inspected
63787381109509888,797215093,10.362,0.71,3.416,0.153,2.457,0.253,2.66,0.308,-0.344,0.371,-2.839,0.257,0.896,0.164,2.028,0.141,1.747,0.097,1.899,0.097,0.46,0.02,14.794,0.001,13.295,0.001,1.499,1.609,0.925,0.111,no inspected
63924094210852096,286106119,9.233,0.999,2.714,0.206,2.45,0.284,2.374,0.365,-0.293,0.35,-1.176,0.256,0.704,0.17,1.735,0.163,1.904,0.106,2.133,0.106,0.622,0.015,13.223,0.001,11.726,0.0,1.496,0.694,0.999,0.002,no inspected
63924094210852096,480701033,8.519,1.003,2.492,0.193,2.563,0.296,2.264,0.364,-0.147,0.368,-2.664,0.277,0.525,0.197,1.602,0.171,2.009,0.114,2.202,0.112,0.622,0.015,13.223,0.001,11.726,0.0,1.496,0.694,0.816,0.273,no inspected
63924094210852096,780601041,8.864,0.586,2.477,0.153,2.434,0.211,2.417,0.254,-0.352,0.264,-3.086,0.232,0.613,0.159,1.706,0.14,1.71,0.106,1.903,0.095,0.622,0.015,13.223,0.001,11.726,0.0,1.496,0.694,0.647,0.523,no inspected
63924094210852096,795601041,9.156,0.42,2.647,0.1,2.239,0.128,2.556,0.153,-0.257,0.146,-2.676,0.124,0.74,0.09,1.767,0.079,1.664,0.062,1.994,0.051,0.622,0.015,13.223,0.001,11.726,0.0,1.496,0.694,0.999,0.002,no inspected
63924094210852096,807601041,8.511,0.977,2.478,0.221,2.427,0.324,2.332,0.403,-0.054,0.382,-3.053,0.333,0.628,0.219,1.63,0.212,1.613,0.153,1.982,0.153,0.622,0.015,13.223,0.001,11.726,0.0,1.496,0.694,0.88,0.178,no inspected
64242952582613504,286108193,11.755,5.539,3.074,0.83,1.173,1.076,0.892,1.245,-1.23,1.376,-3.0,0.696,1.156,0.36,2.179,0.294,2.075,0.232,2.069,0.212,0.522,0.022,13.731,0.001,12.004,0.001,1.727,0.593,0.572,0.634,no inspected
64242952582613504,712111012,9.83,0.926,2.786,0.195,1.47,0.302,0.692,0.366,-0.858,0.419,-2.204,0.298,1.158,0.168,2.281,0.131,1.918,0.101,2.167,0.092,0.522,0.022,13.731,0.001,12.004,0.001,1.727,0.593,0.985,0.022,no inspected
65381565592796928,797311094,9.74,0.774,2.782,0.163,0.883,0.217,3.36,0.236,-0.994,0.256,-2.72,0.234,0.746,0.119,2.698,0.107,1.82,0.074,2.197,0.068,0.52,0.019,13.42,0.001,11.638,0.0,1.783,0.217,0.768,0.343,no inspected
66075396088182784,160109164,16.559,3.0,3.157,0.503,1.695,0.743,-0.55,0.764,-0.696,0.61,-2.579,0.363,1.187,0.17,1.777,0.157,1.693,0.098,1.669,0.101,0.387,0.016,13.811,0.001,12.128,0.0,1.683,0.068,0.841,0.236,no inspected
66105804456716288,160115198,10.959,5.764,2.68,1.235,1.953,1.567,1.828,1.781,-0.986,1.569,-2.096,1.08,1.105,0.702,2.014,0.659,1.915,0.516,2.335,0.457,0.413,0.016,14.005,0.001,12.421,0.0,1.584,0.503,0.945,0.081,no inspected
66290831647095552,160115228,11.597,0.908,2.913,0.17,1.26,0.241,2.37,0.259,-0.943,0.263,-2.65,0.221,0.92,0.12,2.126,0.11,1.994,0.068,2.343,0.062,0.737,0.02,12.708,0.001,11.103,0.0,1.605,0.441,0.988,0.018,no inspected
67047948481581056,264514148,11.425,1.742,2.106,0.36,1.601,0.442,2.799,0.472,-0.396,0.399,-2.221,0.363,0.816,0.201,1.974,0.214,1.898,0.127,2.264,0.115,0.621,0.017,12.999,0.001,11.467,0.0,1.532,0.433,0.944,0.083,no inspected
67086156510540672,854109097,10.39,1.523,3.026,0.261,1.04,0.37,1.582,0.407,-0.253,0.436,-5.592,0.304,1.6,0.154,2.982,0.128,2.393,0.092,2.472,0.094,0.248,0.016,14.452,0.001,12.918,0.001,1.535,-0.111,0.998,0.003,no inspected
67086156510540672,882709097,9.43,1.269,3.053,0.274,0.988,0.393,1.454,0.449,0.154,0.417,-5.546,0.314,1.21,0.15,2.851,0.143,2.209,0.109,2.435,0.112,0.248,0.016,14.452,0.001,12.918,0.001,1.535,-0.111,0.994,0.01,no inspected
67086156510540672,893209097,10.559,0.846,2.763,0.186,0.922,0.244,1.271,0.332,-0.95,0.318,-5.189,0.259,1.373,0.151,2.948,0.125,2.128,0.095,2.356,0.09,0.248,0.016,14.452,0.001,12.918,0.001,1.535,-0.111,0.898,0.148,no inspected
67623302299418240,286103212,9.309,1.766,2.436,0.342,1.285,0.456,1.599,0.555,-0.756,0.594,-1.58,0.59,0.805,0.278,2.062,0.23,2.034,0.14,2.317,0.157,0.462,0.017,14.114,0.001,12.394,0.001,1.72,0.718,0.792,0.308,no inspected
67699099882119168,66302157,8.619,4.046,2.832,0.668,1.552,0.938,2.126,1.09,-0.638,1.357,-1.925,0.918,1.79,0.522,2.537,0.448,1.664,0.318,1.764,0.305,0.443,0.027,15.022,0.002,13.398,0.001,1.624,1.629,0.594,0.602,no inspected
67766616767945728,286103213,9.487,0.377,2.305,0.095,1.518,0.15,1.797,0.184,-0.807,0.192,-2.143,0.194,0.877,0.097,1.957,0.079,1.787,0.051,2.117,0.05,0.945,0.018,12.227,0.001,10.636,0.0,1.591,0.512,0.997,0.004,no inspected
67849247643168384,286114068,9.453,1.197,2.691,0.222,1.896,0.284,0.912,0.329,-1.207,0.322,-3.238,0.255,1.071,0.126,2.181,0.116,1.775,0.078,1.752,0.076,0.681,0.013,13.025,0.001,11.317,0.001,1.708,0.483,0.724,0.41,no inspected
67962364197364864,286114129,11.039,1.835,2.351,0.33,2.256,0.411,1.869,0.427,-0.625,0.477,-3.078,0.366,1.187,0.176,2.651,0.148,2.072,0.098,2.424,0.095,0.659,0.016,12.849,0.001,11.205,0.0,1.644,0.299,1.0,0.0,no inspected
69767212534751488,274605179,9.006,0.361,2.843,0.061,0.948,0.097,2.197,0.133,-1.693,0.127,-2.817,0.093,0.714,0.059,2.034,0.056,1.764,0.039,2.006,0.04,0.819,0.017,11.831,0.001,10.217,0.001,1.614,-0.217,0.677,0.475,no inspected
69799476329116416,274603025,9.393,0.355,2.557,0.084,2.101,0.105,2.43,0.131,-0.25,0.142,-1.743,0.14,0.647,0.077,1.79,0.074,2.01,0.047,2.333,0.044,1.426,0.016,11.439,0.001,9.931,0.001,1.508,0.701,0.938,0.091,no inspected
69949456587890560,480615168,9.218,1.351,2.279,0.246,1.724,0.375,2.042,0.477,0.186,0.465,-1.331,0.409,1.331,0.242,2.19,0.213,1.73,0.152,1.912,0.152,0.406,0.03,14.862,0.001,13.488,0.001,1.374,1.529,0.995,0.007,no inspected
69949456587890560,760715168,8.371,0.98,2.19,0.252,1.646,0.397,1.596,0.518,0.067,0.602,-0.932,0.435,1.114,0.319,2.098,0.277,1.62,0.204,1.825,0.189,0.406,0.03,14.862,0.001,13.488,0.001,1.374,1.529,0.753,0.366,no inspected
69949456587890560,837015170,9.187,0.638,1.837,0.167,1.546,0.295,1.747,0.384,0.108,0.449,-1.14,0.286,1.232,0.212,2.124,0.175,1.7,0.127,1.891,0.117,0.406,0.03,14.862,0.001,13.488,0.001,1.374,1.529,0.995,0.007,no inspected
69949456587890560,854115168,8.214,1.077,1.864,0.287,1.503,0.388,1.592,0.548,0.392,0.624,-1.297,0.383,1.375,0.222,2.058,0.185,1.877,0.154,2.025,0.115,0.406,0.03,14.862,0.001,13.488,0.001,1.374,1.529,0.996,0.006,no inspected
69949456587890560,893215168,7.158,1.173,1.685,0.328,1.498,0.475,2.356,0.654,0.255,0.829,-1.315,0.591,1.362,0.372,2.283,0.321,1.762,0.247,1.999,0.254,0.406,0.03,14.862,0.001,13.488,0.001,1.374,1.529,0.964,0.053,no inspected
69980754012125696,100912135,9.666,2.196,4.782,0.308,1.547,0.414,2.232,0.446,-0.567,0.482,-2.257,0.405,0.835,0.198,1.942,0.153,2.093,0.116,2.483,0.102,0.638,0.017,13.125,0.001,11.558,0.0,1.567,0.583,0.989,0.016,no inspected
69980754012125696,480716129,9.657,0.818,2.363,0.166,1.791,0.247,2.033,0.315,-0.554,0.348,-2.458,0.231,0.839,0.162,2.038,0.139,2.025,0.109,2.324,0.099,0.638,0.017,13.125,0.001,11.558,0.0,1.567,0.583,0.997,0.005,no inspected
69980754012125696,758716070,10.029,0.518,2.404,0.116,1.759,0.171,2.135,0.21,-0.605,0.211,-2.544,0.153,0.938,0.113,2.226,0.096,2.022,0.074,2.242,0.069,0.638,0.017,13.125,0.001,11.558,0.0,1.567,0.583,0.998,0.003,no inspected
69980754012125696,760716070,10.388,3.206,2.418,0.648,1.541,0.745,2.36,0.944,-0.43,0.996,-2.45,0.74,0.779,0.493,2.151,0.451,1.937,0.375,2.261,0.327,0.638,0.017,13.125,0.001,11.558,0.0,1.567,0.583,0.856,0.213,no inspected
69980754012125696,781716070,9.998,0.627,2.52,0.141,1.795,0.193,2.197,0.272,-0.617,0.253,-2.365,0.189,0.686,0.134,1.829,0.121,1.993,0.083,2.255,0.085,0.638,0.017,13.125,0.001,11.558,0.0,1.567,0.583,0.794,0.306,no inspected
69980754012125696,792516070,10.651,3.167,2.333,0.755,1.48,0.842,2.14,0.862,-0.832,0.911,-2.474,0.682,0.897,0.404,2.101,0.357,1.942,0.272,2.15,0.263,0.638,0.017,13.125,0.001,11.558,0.0,1.567,0.583,0.866,0.199,no inspected
69980754012125696,795616070,9.742,0.329,2.502,0.092,1.733,0.117,2.081,0.15,-0.63,0.142,-2.411,0.117,0.844,0.079,2.016,0.081,1.929,0.052,2.174,0.051,0.638,0.017,13.125,0.001,11.558,0.0,1.567,0.583,0.979,0.03,no inspected
70042640198055168,480716045,9.802,0.518,2.878,0.111,2.021,0.187,0.893,0.222,-0.745,0.255,-2.491,0.183,1.026,0.123,2.11,0.118,1.942,0.091,2.04,0.076,0.751,0.015,12.417,0.001,10.913,0.0,1.503,0.291,0.978,0.033,no inspected
70042640198055168,758716039,9.366,0.327,2.884,0.076,1.885,0.104,0.803,0.158,-0.975,0.151,-2.583,0.116,1.213,0.079,2.39,0.073,2.032,0.053,2.061,0.049,0.751,0.015,12.417,0.001,10.913,0.0,1.503,0.291,0.925,0.11,no inspected
70042640198055168,760716039,9.162,0.252,2.84,0.055,1.946,0.09,0.834,0.128,-1.16,0.142,-2.576,0.109,1.167,0.082,2.34,0.074,2.017,0.047,2.128,0.046,0.751,0.015,12.417,0.001,10.913,0.0,1.503,0.291,0.849,0.218,no inspected
70042640198055168,781716039,9.407,0.423,2.959,0.103,1.885,0.141,0.878,0.19,-0.859,0.158,-2.229,0.144,1.126,0.1,2.266,0.086,2.098,0.058,2.116,0.064,0.751,0.015,12.417,0.001,10.913,0.0,1.503,0.291,0.977,0.035,no inspected
70042640198055168,780616039,9.329,0.353,2.917,0.094,2.022,0.145,0.825,0.179,-1.009,0.185,-2.645,0.151,0.956,0.106,2.137,0.1,1.911,0.068,2.0,0.066,0.751,0.015,12.417,0.001,10.913,0.0,1.503,0.291,0.569,0.623,no inspected
70042640198055168,795616039,8.878,0.55,2.948,0.121,1.869,0.175,0.944,0.2,-0.808,0.221,-2.646,0.172,0.88,0.138,2.106,0.117,1.829,0.083,1.924,0.075,0.751,0.015,12.417,0.001,10.913,0.0,1.503,0.291,0.716,0.42,no inspected
70042640198055168,841716039,9.669,0.282,2.912,0.07,2.032,0.098,0.946,0.122,-0.776,0.129,-2.777,0.101,1.106,0.068,2.121,0.061,1.984,0.043,2.066,0.041,0.751,0.015,12.417,0.001,10.913,0.0,1.503,0.291,0.99,0.015,no inspected
70042640198055168,854116039,9.777,2.284,2.861,0.394,2.292,0.525,0.672,0.6,-0.828,0.623,-3.197,0.449,1.095,0.268,1.918,0.237,1.836,0.181,2.101,0.162,0.751,0.015,12.417,0.001,10.913,0.0,1.503,0.291,0.655,0.512,no inspected
70042640198055168,882716039,10.48,0.418,3.223,0.096,1.849,0.137,0.792,0.18,-0.661,0.175,-2.966,0.138,0.946,0.086,2.03,0.084,1.873,0.054,2.077,0.057,0.751,0.015,12.417,0.001,10.913,0.0,1.503,0.291,0.84,0.237,no inspected
70276213402313088,111607219,16.068,3.354,2.936,0.491,2.085,0.702,2.439,0.861,-2.882,0.932,-3.461,0.496,1.235,0.337,3.217,0.285,2.526,0.211,2.837,0.193,0.724,0.018,12.65,0.001,11.125,0.0,1.525,0.423,0.947,0.079,no inspected
70276213402313088,111707219,17.479,2.325,3.239,0.367,2.279,0.531,2.601,0.7,-3.361,0.718,-3.17,0.353,1.063,0.379,2.934,0.323,2.257,0.253,2.891,0.244,0.724,0.018,12.65,0.001,11.125,0.0,1.525,0.423,0.965,0.052,no inspected
70403967208323840,480711220,10.23,0.317,2.141,0.085,1.849,0.129,2.619,0.174,-0.709,0.177,-2.53,0.152,1.035,0.086,2.318,0.083,2.019,0.051,2.352,0.055,0.981,0.024,11.768,0.001,10.276,0.0,1.492,0.234,0.964,0.054,no inspected
70990762818129408,111701046,13.88,2.586,2.649,0.385,1.845,0.476,2.768,0.51,-0.26,0.551,-2.769,0.471,0.883,0.576,2.251,0.567,2.039,0.343,2.39,0.333,0.763,0.016,12.828,0.001,11.19,0.001,1.638,0.603,0.999,0.002,no inspected
73943325199145088,299116077,9.598,1.108,2.617,0.226,1.549,0.348,2.307,0.405,-0.792,0.413,-2.229,0.334,0.839,0.209,2.17,0.205,2.052,0.137,2.355,0.127,0.983,0.025,12.083,0.001,10.534,0.001,1.549,0.497,0.977,0.034,no inspected
74425946379817984,868009113,6.771,7.221,3.994,1.556,2.392,2.102,9.439,1.907,1.222,3.154,-4.54,1.556,1.616,0.643,1.739,0.619,2.061,0.572,2.84,0.498,1.578,0.1,17.99,0.016,16.258,0.005,1.732,7.248,0.972,0.042,no inspected
74724700009345408,299116115,10.442,1.487,2.42,0.316,1.723,0.437,2.244,0.604,-0.546,0.676,-2.346,0.517,0.844,0.351,2.253,0.281,2.332,0.218,2.781,0.205,1.753,0.026,10.667,0.001,9.137,0.0,1.53,0.356,0.987,0.019,no inspected
76344731609284352,258805063,9.245,0.227,2.489,0.049,1.333,0.07,3.1,0.082,-0.524,0.085,-2.326,0.066,0.86,0.054,2.149,0.046,2.062,0.039,2.42,0.034,1.801,0.017,11.67,0.001,10.146,0.0,1.523,1.423,0.529,0.428,no inspected
78014786692580096,62216132,9.881,3.686,2.087,0.739,1.655,0.856,2.279,0.985,-0.586,1.055,-2.521,0.641,0.837,0.328,2.208,0.301,1.54,0.2,2.034,0.214,0.722,0.018,12.257,0.001,10.885,0.001,1.372,0.178,0.519,0.71,no inspected
83884907474629632,378702108,9.494,0.216,2.734,0.046,2.122,0.086,1.777,0.106,-0.255,0.11,-2.36,0.09,0.668,0.066,1.852,0.064,2.06,0.043,2.355,0.043,1.819,0.018,10.594,0.001,9.17,0.0,1.424,0.469,0.959,0.061,no inspected
85763801047921408,258812137,9.187,0.282,2.807,0.056,1.062,0.075,2.432,0.114,-1.253,0.106,-2.631,0.113,0.629,0.075,2.059,0.065,1.738,0.043,2.057,0.037,1.145,0.025,11.271,0.001,9.645,0.0,1.626,-0.061,0.707,0.285,no inspected
86599459949238784,312714176,8.966,0.256,2.641,0.063,2.302,0.097,1.831,0.119,-0.149,0.126,-2.847,0.118,0.765,0.062,1.772,0.058,2.008,0.037,2.268,0.042,1.946,0.017,10.452,0.001,9.109,0.0,1.343,0.554,0.999,0.001,no inspected
87106682702322944,307107052,9.914,1.987,2.698,0.386,1.754,0.551,1.785,0.711,-1.415,0.749,-2.122,0.487,0.971,0.473,2.28,0.46,1.842,0.286,2.337,0.283,0.529,0.02,13.363,0.001,11.825,0.001,1.539,0.441,0.917,0.123,no inspected
87816932854117888,379707124,11.302,0.603,2.6,0.139,3.276,0.217,2.779,0.261,-1.145,0.339,-2.566,0.192,1.008,0.205,2.191,0.179,2.304,0.14,2.732,0.119,0.67,0.016,12.961,0.001,11.525,0.0,1.436,0.654,0.903,0.142,no inspected
92044619487376512,842909217,7.151,0.388,2.798,0.094,2.177,0.133,2.515,0.198,1.07,0.216,-1.634,0.15,0.426,0.112,1.44,0.095,1.652,0.069,1.661,0.063,1.875,0.023,12.514,0.001,11.327,0.001,1.188,2.692,0.821,0.249,no inspected
95204723279876992,378602062,13.022,0.379,2.82,0.083,1.039,0.138,1.279,0.159,-1.818,0.156,-3.292,0.116,1.604,0.095,2.788,0.085,2.052,0.07,2.277,0.063,0.379,0.028,11.881,0.001,10.348,0.001,1.532,-1.757,1.0,0.0,no inspected
97884267476354688,378512197,5.112,1.369,2.344,0.303,1.409,0.395,1.789,0.465,0.117,0.537,-0.693,0.465,0.726,0.277,1.691,0.241,1.048,0.205,0.886,0.2,0.226,0.027,14.98,0.002,13.772,0.002,1.208,0.543,0.609,0.577,no inspected
98150555448918144,378611091,13.952,0.437,3.027,0.105,2.57,0.15,2.656,0.184,-0.455,0.174,-2.236,0.16,1.426,0.106,2.805,0.11,2.555,0.079,2.992,0.078,0.796,0.022,12.174,0.001,10.715,0.001,1.458,0.22,1.0,0.001,no inspected
99633002065258496,307109203,9.557,1.974,2.355,0.475,1.492,0.71,1.803,0.926,-0.321,0.962,-1.273,0.704,1.165,0.524,1.607,0.62,1.868,0.507,2.286,0.465,0.677,0.017,13.169,0.001,11.856,0.001,1.313,1.01,0.741,0.385,no inspected
99760682852946048,307113006,10.59,0.641,2.294,0.132,1.788,0.184,2.056,0.224,-0.555,0.21,-1.82,0.184,1.014,0.153,2.19,0.128,2.054,0.086,2.314,0.08,0.911,0.018,11.943,0.001,10.504,0.0,1.439,0.301,0.993,0.01,no inspected
99971312344926080,379705077,10.839,0.316,2.453,0.062,2.519,0.089,3.296,0.12,-0.135,0.139,-3.431,0.102,1.188,0.075,2.311,0.069,2.205,0.044,2.677,0.046,0.903,0.015,12.15,0.001,10.648,0.001,1.502,0.425,1.0,0.0,no inspected
101737196738702464,161702055,9.536,0.302,2.846,0.07,1.024,0.115,2.965,0.147,-0.868,0.16,-3.413,0.112,0.685,0.064,2.641,0.057,2.069,0.038,2.461,0.035,1.171,0.02,11.083,0.001,9.5,0.0,1.583,-0.158,0.6,0.55,no inspected
101737196738702464,379704055,9.324,0.318,4.764,0.062,1.036,0.105,2.941,0.141,-1.047,0.167,-2.587,0.125,0.767,0.08,2.489,0.066,2.03,0.052,2.453,0.049,1.171,0.02,11.083,0.001,9.5,0.0,1.583,-0.158,0.999,0.002,no inspected
